"name";"intcode";"barcode";"price";"dept";"tag";"unit"
"Чистящее средство - для ПК Defender ""CLN 30802"" пневматический распылитель (300мл)";"1313";"0000000000000";"500";"2";"1";"шт"
"Модуль оперативной памяти 2x4ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR1333D3N9K2/8G";"1314";"0000000000000";"2800";"2";"1";"шт"
"Блок питания 450Вт Winard ""450WA"" ATX12V V2.2 (20/24+4pin, вентилятор d80мм)";"1315";"0000000000000";"1200";"2";"1";"шт"
"Кулер для процессора Socket754/939/940/AM2/AM3 Cooler Master ""DK9-9ID2A-0L-GP""";"1316";"0000000000000";"190";"2";"1";"шт"
"Материнская плата SocketAM3+ GIGABYTE ""GA-780T-D3L"" (AMD 760G, 2xDDR3, U133, SATA II, RAID, PCI-E, S";"1317";"0000000000000";"2300";"2";"1";"шт"
"Материнская плата SocketAM3+ GIGABYTE ""GA-78LMT-S2"" (AMD 760G, 2xDDR3, SATA II, RAID, PCI-E, D-Sub,";"1318";"0000000000000";"3000";"2";"1";"шт"
"Замена комплектующих ПК с оптимизацией ПО";"1319";"0000000000000";"6000";"1";"1";"шт"
"Модуль памяти 4ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR16N11/4 (PC12800, 1600МГц, CL11)";"1320";"0000000000000";"1190";"2";"1";"шт"
"Процессор AMD FX-8150 OEM <SocketAM3+> Black Edition (FD8150FRW8KGU)";"1321";"0000000000000";"7450";"2";"1";"шт"
"Ноутбук Lenovo Idea Pad V580c (59350650) i3-3110M/4G/500G/DVD-SMulti/15.6""HD/NV GT610M 1G/Wi-Fi/BT/7";"1322";"0000000000000";"20463";"2";"1";"шт"
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU133S02"" (PC10600, 1333МГц, CL9)";"1323";"0000000000000";"1000";"2";"1";"шт"
"Карта памяти 4ГБ Kingston ""SDC10/4GB"" microSD HC Class10 + адаптер";"1324";"0000000000000";"250";"2";"1";"шт"
"Карта памяти 8ГБ Silicon Power ""SP008GBSTH010V10-SP"" Micro SecureDigital Card HC Class10 + адаптер";"1325";"0000000000000";"350";"2";"1";"шт"
"Модем DSL D-Link ""DSL-2640U/BA/C4C"" Annex A/L/M ADSL2/2+ + маршрутизатор 4 порта 100Мбит/сек. + точк";"1326";"0000000000000";"1650";"2";"1";"шт"
"ЖК-монитор 20.0"" BenQ ""GL2055"" 1600x900, 5мс, черный (D-Sub, DVI)";"1327";"0000000000000";"4850";"2";"1";"шт"
"Картридж Samsung ""MLT-D209L"" (черный) для SCX-4824/4828/ML-2855";"1328";"0000000000000";"4290";"2";"1";"шт"
"1С 8 Базовая Бухгалтерия УСН";"1329";"0000000000000";"3300";"1";"1";"шт"
"1С З и УП Базовая";"1330";"0000000000000";"4600";"1";"1";"шт"
"Картридж Samsung ""MLT-D101S(черный) ";"1331";"0000000000000";"1090";"2";"1";"шт"
"Интернет-камера A4Tech ""PK-7G"" с микрофоном (USB2.0)";"1332";"0000000000000";"590";"2";"1";"шт"
"Обслуживание ПО и консультации за июнь.";"1333";"0000000000000";"8000";"1";"1";"мес"
"Сетевая карта TP-Link";"1334";"0000000000000";"350";"1";"1";"шт"
"Ноутбук Lenovo ""G580"" 59364347 (Pentium 2020M-2.40ГГц, 2048МБ, 500ГБ, HDG, DVD±RW, LAN, WiFi, WebCam";"1335";"0000000000000";"13520";"2";"1";"шт"
"Установка D-Link Dir620 ";"1336";"0000000000000";"2500";"1";"1";"шт"
"Диск CD-R 80min 700Mb EMTEC  52x (Basf)";"1337";"0000000000000";"10";"2";"1";"шт"
"Блок питания 350Вт Codegen ""QORi 350CG"" ATX12V V2.03 (20/24+4pin, вентилятор d80мм)";"1338";"0000000000000";"650";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GTX 710"" 2Gb(GeForce GTX 650, DDR5, D-Sub, DVI, mini-HDMI)";"1339";"0000000000000";"2800";"2";"1";"шт"
"Клавиатура Genius ""KB-110X"", 104кн., водостойкая, черный (PS/2)";"1340";"0000000000000";"270";"2";"1";"шт"
"Манипулятор ""мышь"" A4Tech ""G7-330D-2"", оптич., беспров., 2кн.+скр., черно-серебр. (USB)";"1341";"0000000000000";"450";"2";"1";"шт"
"Манипулятор ""Мышь"" A4Tech ""G7-555D-2"" оптич., беспров., 2кн.+скр., серебр.-черный (USB)";"1342";"0000000000000";"450";"2";"1";"шт"
"Модуль памяти 4ГБ DDR3 SDRAM Crucial ""CT51264BA160B"" (PC12800, 1600МГц, CL11)";"1343";"0000000000000";"1180";"2";"1";"шт"
"ЖК-монитор 24.0"" BenQ ""GL2450E"" 1920x1080, 5мс, черный (D-Sub, DVI)";"1344";"0000000000000";"6790";"2";"1";"шт"
"Устройство чтения карт памяти CF/MMC/SD/MS/MSDuo/xD Samsung SEMA ""SFD-321F/TS4UB"", в 3.5"" отсек, доп";"1345";"0000000000000";"348";"2";"1";"шт"
"Сетевой адаптер Wi-Fi 150Мбит/сек. D-Link ""DWA-125"" 802.11b/g (USB2.0)	";"1346";"0000000000000";"380";"2";"1";"шт"
"Интернет-камера Logitech ""WebCam C170"" 960-000957 с микрофоном (USB2.0)";"1347";"0000000000000";"650";"2";"1";"шт"
"Переходник питания 6din";"1348";"0000000000000";"200";"1";"1";"шт"
"ADSL Splitter";"1349";"0000000000000";"150";"1";"1";"шт"
"Устройство видеозахвата Pinnacle ""Dazzle DVD Recorder"" внешн., белый (USB2.0)";"1350";"0000000000000";"2500";"2";"1";"шт"
"Ноутбук Lenovo ""V580"" Core i5 3210M";"1351";"0000000000000";"27750";"2";"1";"шт"
"Ноутбук Lenovo ""G580"" 59343542 (Pentium B960-2.20ГГц, 2048МБ, 320ГБ, HDG, DVD±RW)";"1352";"0000000000000";"16930";"2";"1";"шт"
"1С Бухгалерия Предприятия 8 сетевая конфигурация";"1353";"0000000000000";"14400";"1";"1";"шт"
"Факс Panasonic ""KX-FL423RU"" лазерный, черный";"1354";"0000000000000";"9430";"2";"1";"шт"
"Блок питания 550Вт Aerocool ""VP-550"" ATX12V V2.3 (20/24+4/8+6/8pin, вентилятор d120мм) + кабель пита";"1355";"0000000000000";"1500";"2";"1";"шт"
"Вентилятор TITAN ""TFD-8025GT12Z(RB)"" d80мм (питание от мат.платы)";"1356";"0000000000000";"170";"2";"1";"шт"
"Вентилятор GlacialTech ""GlacialStars IceWind 9225"" d92мм (питание от мат.платы и разъема питания ATA";"1357";"0000000000000";"100";"2";"1";"шт"
"Карта памяти 8ГБ Transcend ""TS8GUSDHC4"" Micro SecureDigital Card HC Class 4 + адаптер";"1358";"0000000000000";"350";"2";"1";"шт"
"Привод DVD±RW 24x8x16xDVD/48x32x48xCD Toshiba Samsung, черный (SATA)";"1359";"0000000000000";"900";"2";"1";"шт"
"ЖК-монитор 18.5"" Samsung ""S19C200N"" LS19C20KNS 1366x768, 5мс, черный (D-Sub)";"1362";"0000000000000";"4153";"2";"1";"шт"
"Ноутбук Lenovo 15.6""  V580 i5-3210M / 4Gb / 500Gb / DVD±RW / GT640M 1GB / WIFI / BT / Cam / Win8x64";"1363";"0000000000000";"27000";"2";"1";"шт"
"Инструмент нож 5bites ""LY-T2020B"" для разделки контактов Krone";"1364";"0000000000000";"250";"2";"1";"шт"
"Модем DSL D-Link ""DSL-2540U/BRU/T1C"" Annex A ADSL2/2+ + маршрутизатор 4 порта 100Мбит/сек. (LAN)";"1365";"0000000000000";"1100";"2";"1";"шт"
"Оказание услуг в области электросвязи (4Mb)";"1366";"0000000000000";"1900";"1";"1";"мес"
"Услуги доступа к сети  ""Интернет"" 20/08-20/09 дог. 924";"1367";"0000000000000";"4700";"1";"1";"шт"
"Работы по организации канала связи дог.№924";"1368";"0000000000000";"6500";"1";"1";"шт"
"Телематические услуги связи";"1369";"0000000000000";"1900";"1";"1";"шт"
"Блок питания 600Вт Codegen ""QORi 600XA"" ATX 2.03 (20/24+4pin, вентилятор d120мм)";"1370";"0000000000000";"1250";"1";"1";"шт"
"Разветвитель 4 порта USB2.0, внешн.";"1371";"0000000000000";"250";"2";"1";"шт"
"Накопитель USB flash 4ГБ Silicon Power ""LuxMini 720"" SP004GBUF2720V1B, синий (USB2.0)";"1372";"0000000000000";"290";"2";"1";"шт"
"Жесткий диск 1000ГБ Toshiba ""DT01ACA100"", 7200об/мин., 32МБ (SATA III)";"1373";"0000000000000";"3512.3";"2";"1";"шт"
"Батарейка Flexpower ""BAT-CR2032-01-B5"" 3.0В CR2032 ";"1374";"0000000000000";"60";"2";"1";"шт"
"ИБП РСМ WAR-600A";"1375";"0000000000000";"1580";"2";"1";"шт"
"Спрей+салфетки Defender CL";"1376";"0000000000000";"180";"2";"1";"шт"
"Диск ARO DVD+R ";"1377";"0000000000000";"15";"2";"1";"шт"
"Картридж Epson T128540";"1378";"0000000000000";"1500";"2";"1";"шт"
"Телефон BBK  BKT-258RU";"1379";"0000000000000";"850";"2";"1";"шт"
"Салфетки DEFENDER CLN303 ";"1380";"0000000000000";"60";"2";"1";"шт"
"Корпус Miditower Codegen ""3335-A11"", ATX, черно-серебр. (500Вт)";"1382";"0000000000000";"2851";"2";"1";"шт"
"Процессор AMD ""Athlon II X2 260"" (3.20ГГц, 2x1024КБ, HT2000МГц) SocketAM3";"1383";"0000000000000";"1700";"2";"1";"шт"
"Вентилятор кулера AMD";"1384";"0000000000000";"100";"2";"1";"шт"
"Материнская плата Gigabyte AM3";"1385";"0000000000000";"";"2";"1";"шт"
"Процессор AMD A3";"1386";"0000000000000";"1600";"2";"1";"шт"
"Беспроводной маршрутизатор TP-Link ""TL-WR740N"" WiFi 150Мбит/сек. + 4 порта LAN 100Мбит/сек. + 1 порт	1";"1387";"0000000000000";"1450";"2";"1";"шт"
"Кулер для процессора Socket754/939/940/AM2/AM3 Cooler Master ""DK9-9ID2A-PL-GP""";"1388";"0000000000000";"300";"2";"1";"шт"
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU133V02"" (PC10600, 1333МГц, CL9)";"1389";"0000000000000";"990";"2";"1";"шт"
"передача отчета в Росалкогольрегулирование";"1390";"0000000000000";"400";"1";"1";"шт"
"Жесткий диск 500ГБ 2.5"" Western Digital ""Blue WD5000LPVX"", 5400об/мин., 8МБ (SATA III)";"1391";"0000000000000";"4365";"2";"1";"шт"
"Переходник питания PATA HDD->2xSATA HDD Gembird ""CC-SATA-PSY""";"1392";"0000000000000";"50";"2";"1";"шт"
"Фильтр электропитания на 6 розеток ""ExeGate"" (5.0м)";"1394";"0000000000000";"380";"2";"1";"шт"
"Фильтр электропитания на 6 розеток ""Гарнизон EHW-15"" (5.0м)";"1395";"0000000000000";"380.27";"2";"1";"шт"
"Удлинитель USB2.0 Flextron ""CU2-AFAM-1.8-W-Ni-01-P1"", 30+30AWG (1.8м)";"1396";"0000000000000";"60";"2";"1";"шт"
"Коммутатор D-Link ""DES-1005A/E1A"" 5 портов 100Мбит/сек.";"1397";"0000000000000";"380";"2";"1";"шт"
"Модуль оперативной памяти DIMM 2ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR13E9/2 (PC10600, 1333МГц, CL9,";"1398";"0000000000000";"750";"2";"1";"шт"
"Чистящее средство чистящий комплект (гель + микрофибра) Buro ""BU-Gsurface"" для поверхностей (200мл)";"1399";"0000000000000";"180";"2";"1";"шт"
"Жесткий диск 500ГБ Western Digital ""My Passport WD5000"" 5400об./мин., USB3.0";"1401";"0000000000000";"2240";"2";"1";"шт"
"Привод DVD±RW 24x8x16xDVD/48x24x48xCD ASUS ""DRW-24F1ST"", черный (SATA)";"1402";"0000000000000";"930";"2";"1";"шт"
"ЖК-монитор 21.5"" BenQ ""GW2255"" 1920x1080, 6мс (GtG), черный (D-Sub, DVI)";"1403";"0000000000000";"4990";"2";"1";"шт"
"Ноутбук Lenovo ""G580"" 59351236 (Pentium B960-2.20ГГц, 2048МБ, 500ГБ, HDG, DVD±RW, LAN, WiFi, BT, Web";"1404";"0000000000000";"16500";"2";"1";"шт"
"Сумка для ноутбука Continent CC-02 до 15,6"" (нейлон, Black, 41 x 31 x 9 см.)";"1405";"0000000000000";"1080";"2";"1";"шт"
"Видеокарта 1Gb <PCI-E> Inno3D GT630 c CUDA <GFGT630, GDDR5, 128 bit, HDCP, VGA, DVI, HDMI, Retail>";"1406";"0000000000000";"2750";"2";"1";"шт"
"Подключение рабочей станции к ЛВС";"1407";"0000000000000";"600";"2";"1";"шт"
"Установка коммутатора D-Link 5портов";"1408";"0000000000000";"500";"2";"1";"шт"
"Прокладка кабеля UTP 5cat";"1409";"0000000000000";"30";"2";"1";"м"
"Установка модуля памяти DDR2 512";"1410";"0000000000000";"600";"1";"1";"шт"
"1С:Предприятие 8. Клиентская лицензия на 5 рабочих мест";"1411";"0000000000000";"18000";"2";"1";"шт"
"1С:Зарплата и кадры бюджетного учреждения 8";"1412";"0000000000000";"18000";"2";"1";"шт"
" Маршрутизатор MikroTik SXTLite-5n ";"1413";"0000000000000";"3650";"1";"1";"шт"
"Опер. система Microsoft ""Windows 7 Professional SP1 32-bit Russian CIS and Georgia 1pk DSP OEI DVD""";"1414";"0000000000000";"6165";"2";"1";"шт"
"ЖК-монитор 21.5"" BenQ ""GL2250"" 1920x1080, 5мс, черный (D-Sub, DVI)";"1415";"0000000000000";"7450";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 640"" (GeForce GT 640, DDR5, D-Sub, DVI, HDMI)";"1416";"0000000000000";"3256";"2";"1";"шт"
"Корпус Miditower IN-WIN ""EAR-023"", ATX, черный (500Вт)";"1417";"0000000000000";"2960";"2";"1";"шт"
"Кулер Ice Hammer IH-3950B <SocketAM3/LGA775/1156/1155, 2 тт 6мм, Al>";"1418";"0000000000000";"720";"2";"1";"шт"
"Кулер для процессора Socket754/939/940/AM2/AM3 Cooler Master ""DK9-7G52A-PL-GP""";"1419";"0000000000000";"250";"2";"1";"шт"
"Процессор AMD Athlon II X2 280+ OEM <SocketAM3> ";"1420";"0000000000000";"1790";"2";"1";"шт"
"Процессор Intel ""Core i3-3240"" (3.40ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1155";"1421";"0000000000000";"3200";"2";"1";"шт"
"Системный блок Инфоникс GameBase i3";"1422";"0000000000000";"20520";"2";"1";"шт"
"Продление Kaspersky Internet Security. , 2 ПК на 1 год, рус.";"1424";"0000000000000";"1007";"2";"1";"шт"
"Услуги доступа к сети интернет ИП";"1425";"0000000000000";"800";"1";"1";"шт"
"Гарнитура Sven ""AP-670MV"", с регулятором громкости";"1426";"0000000000000";"650";"2";"1";"шт"
"Гарнитура Sven ""AP-880"", с регулятором громкости	";"1427";"0000000000000";"590";"2";"1";"шт"
"Гарнитура Sven ""AP-970MV"", с регулятором громкости";"1428";"0000000000000";"800";"2";"1";"шт"
"Многофункциональное устройство Epson ""L210"" A4, струйный, принтер + сканер + копир, черный (USB)";"1429";"0000000000000";"9701";"2";"1";"шт"
"Точка доступа/router Wi-Fi Asus ""RT-N10E"" 150Мбит/сек. + маршрутизатор 4 порта LAN + 1 порт WAN 1";"1430";"0000000000000";"1300";"2";"1";"шт"
"ЗУ Flexpower ""NMH-CHR-PSC-4B"", 4xAA/AAA Ni-MH/Ni-Cd";"1432";"0000000000000";"369";"2";"1";"шт"
"Аккумулятор FlP ""NMH-HR6-2600-B4"" 1.2В 2600мАч Ni-MH AA (4шт./уп.)";"1433";"0000000000000";"364";"2";"1";"шт"
"Формирование и передача отчетности по ТКС в Росстат";"1434";"0000000000000";"300";"1";"1";"шт"
" Передача отчетности по ТКС в ФНС";"1435";"0000000000000";"300";"1";"1";"шт"
"Привод DVD±RW 24x8x16xDVD/40x24x40xCD Pioneer ""DVR-221BK"", черный (SATA)";"1436";"0000000000000";"950";"2";"1";"шт"
"Блок питания 420W LINKWORLD LPJ9-25P";"1437";"0000000000000";"600";"2";"1";"шт"
"Блок питания 450Вт FSP ""ATX-450PNR"" ATX12V V2.0 (20/24+4pin, вентилятор d120мм)";"1438";"0000000000000";"1400";"2";"1";"шт"
"Жесткий диск 1000ГБ Western Digital ""Red WD10EFRX"", 64МБ (SATA III)";"1439";"0000000000000";"4500";"2";"1";"шт"
"Гарнитура Sven ""AP-700"", с регулятором громкости	";"1440";"0000000000000";"270";"2";"1";"шт"
"Кабель питания EURO VDE (1.8м)";"1441";"0000000000000";"150";"2";"1";"шт"
"Удлинитель USB2.0 Flextron ""CU2-AFAM-1.8-01-P1"", 28+28AWG (1.8м)	";"1442";"0000000000000";"70";"2";"1";"шт"
"Удлинитель USB2.0 Flextron ""CU2-AFAM-3.0-01-P1"", 28+28AWG (3.0м)";"1443";"0000000000000";"70";"2";"1";"шт"
"Удлинитель кабеля питания VDE (1.8м)";"1444";"0000000000000";"100";"2";"1";"шт"
"Клавиатура BTC ""5137U"", 104+4кн., белый (USB)";"1445";"0000000000000";"440";"2";"1";"шт"
"Маршрутизатор TP-Link TL-WR841ND  Wireless Router, Atheros, 2x2 MIMO, 2.4GHz, 802.11n Draft 2.0, det";"1446";"0000000000000";"1500";"2";"1";"шт"
"Ноутбук Dell ""Inspiron 3521"" 3521-6047 Pentium2117U/4G/500G/DVD-SMulti/15,6""HD/WiFi/BT/cam/Win8/Black";"1447";"0000000000000";"22600";"2";"1";"шт"
"Материнская плата SocketFM2 GIGABYTE ""GA-F2A55M-S1"" (AMD A55, 2xDDR3, SATA II, RAID, PCI-E, D-Sub, S";"1448";"0000000000000";"2140";"2";"1";"шт"
"Процессор AMD ""A6-5400K"" (3.60ГГц, 1024КБ, GPU) SocketFM2";"1449";"0000000000000";"4300";"2";"1";"шт"
"Чистящее средство сжатый воздух Konoos ""KAD-300F"" (300мл)";"1451";"0000000000000";"380";"2";"1";"шт"
"Продление Dr.Web Desktop Security Suite(комплексная защита)на 5 ПК -12 мес.";"1452";"0000000000000";"2034";"2";"1";"шт"
"Продление антивируса DrWeb Secure Suite Сервер 12мес";"1453";"0000000000000";"4400";"1";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GF210"" 1196F (GeForce 210, DDR3 64бит, D-Sub, DVI, HDMI)";"1454";"0000000000000";"2000";"2";"1";"шт"
"Разветвитель 4 порта USB2.0 ORIENT ""104N"", внешн.";"1455";"0000000000000";"350";"2";"1";"шт"
"Мат. плата SocketAM3+ ASUS ""M5A78L-M/USB3"" (AMD 760G, 4xDDR3, SATA II, RAID, PCI-E, D-Sub, DVI, HDMI";"1456";"0000000000000";"2590";"2";"1";"шт"
"Карта памяти 32ГБ Adata microSD HC Class10 + адаптер";"1457";"0000000000000";"650";"2";"1";"шт"
"Установка модуля оперативной памяти DDR2-2Гб";"1458";"0000000000000";"950";"1";"1";"шт"
"Кулер Ice Установка Hammer IH-4300B <SocketAM2/754/939/940/LGA775, HeatpipeDirect, тепловые трубки >";"1459";"0000000000000";"973";"1";"1";"шт"
"Установка мат. плата SocketAM3+ ASUS ""M5A78L-M/USB3"" (AMD 760G, 4xDDR3, SATA II, RAID, PCI-E, D-Sub, DVI, HDMI";"1460";"0000000000000";"2579";"1";"1";"шт"
"Установка модуля оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU133V02"" (PC10600, 1333МГц, CL9)";"1461";"0000000000000";"960";"1";"1";"шт"
"Установка процессора  AMD Athlon II X2 280+ OEM <SocketAM3> ";"1462";"0000000000000";"1879";"1";"1";"шт"
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU133V01"" (PC10600, 1333МГц, CL9)";"1463";"0000000000000";"910";"2";"1";"шт"
"Процессор Intel ""Pentium G2040"" (3.00ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1155";"1464";"0000000000000";"3500";"2";"1";"шт"
"Коврик Nova ""MicrOptic+ Elegance"" NEleglB (для оптической и лазерной мыши), черно-синий";"1465";"0000000000000";"100";"2";"1";"шт"
"Термоклей ""АлСил-5"" (шприц)";"1466";"0000000000000";"99";"2";"1";"шт"
"Картридер CF/MD/SDXC/microSD/MMC/MS/M2/xD Ginzzu ""GR-416B"", внешн., черный (USB2.0)";"1467";"0000000000000";"280";"2";"1";"шт"
"USB накопитель Traveling disk 4Gb";"1469";"0000000000000";"250";"1";"1";"шт"
"коврик для мыши";"1470";"0000000000000";"100";"1";"1";"шт"
"коннектор RJ-45";"1471";"0000000000000";"5";"1";"1";"шт"
"Телефон Panasonic KX-TS2350RU black";"1472";"0000000000000";"650";"2";"1";"шт"
"Привод DVD±RW 24x8x16xDVD/48x32x48xCD LITE-ON ""iHAS124-04"",";"1473";"0000000000000";"1130";"2";"1";"шт"
"Модуль оперативной памяти DDR3 SDRAM Silicon Power ""SP004GBLTU133N02"" (PC10600, 1333???, CL9)";"1474";"0000000000000";"1750";"2";"1";"шт"
"Материнская плата Socket1155 GIGABYTE ""GA-H61M-S"" (iH61, 2xDDR3, SATA II, PCI-E, D-Sub, SB, 1???? LAN, USB2";"1475";"0000000000000";"1750";"2";"1";"шт"
"Мат. плата Socket1155 GIGABYTE ""GA-H61M-S"" (iH61, 2xDDR3, SATA II, PCI-E, D-Sub, SB, 1Гбит LAN, USB2	1";"1476";"0000000000000";"1950";"2";"1";"шт"
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU160V01"" (PC12800, 1600МГц, CL11)";"1477";"0000000000000";"1140";"2";"1";"шт"
"Сетевой фильтр 1,8м Defender";"1478";"0000000000000";"250";"2";"1";"шт"
"Переходник SCART-3RCA";"1479";"0000000000000";"168";"2";"1";"шт"
"Маршрутизатор (роутер) ASUS RT-N1";"1480";"0000000000000";"1100";"2";"1";"шт"
"Внешний жесткий диск 500ГБ 2.5"" Seagate500G, черный (USB3.0";"1481";"0000000000000";"2250";"2";"1";"шт"
"Баллон НАМА со сжатым газом";"1482";"0000000000000";"320";"2";"1";"шт"
"Мышь Defender Datum 010";"1483";"0000000000000";"350";"2";"1";"шт"
"Кабель telefunken HDMI 3m";"1484";"0000000000000";"400";"2";"1";"шт"
"Клавиатура Defender Element ";"1485";"0000000000000";"390";"2";"1";"шт"
"Диск VS DVD-R 4.7Gb ";"1486";"0000000000000";"15";"2";"1";"шт"
"Диск VS CD-R 80 52x ";"1487";"0000000000000";"10";"2";"1";"шт"
"Аккустика Defender Jamsta";"1488";"0000000000000";"690";"2";"1";"шт"
"Степлер KW-trio 24";"1489";"0000000000000";"250";"2";"1";"шт"
"Кабель GAL 2093 Jack 3.5-Jack3.5";"1490";"0000000000000";"140";"2";"1";"шт"
"Мышь Defender Optimum ММ-140";"1491";"0000000000000";"250";"2";"1";"шт"
"Передача отчетности по ТКС в Росстат";"1492";"0000000000000";"300";"1";"1";"шт"
"Манипулятор мышь Defender";"1493";"0000000000000";"160";"1";"1";"шт"
"Системный блок Инфоникс Office PG1150(G3260/4G/500GHDD/81H)";"1494";"0000000000000";"15850";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 610"" (GeForce GT 610, DDR3, D-Sub, DVI, HDMI)";"1496";"0000000000000";"2100";"2";"1";"шт"
"установка антивируса Drweb";"1497";"0000000000000";"990";"1";"1";"шт"
"Монтаж и пуск производственного сетевого канала с оборудованием";"1498";"0000000000000";"13000";"2";"1";"шт"
"Блок питания 550Вт Aerocool ""VP-550"" ATX12V V2.0 (20/24+4/8+6/8pin, вентилятор d120мм)";"1499";"0000000000000";"2042";"2";"1";"шт"
"Блок питания для ноутбука FSP ""NB 90"" универсальный, 10 коннекторов, 90Вт";"1500";"0000000000000";"1250";"2";"1";"шт"
"Фурнитура проходник RJ-45";"1501";"0000000000000";"55";"2";"1";"шт"
"Кулер для процессора Socket775/115x/1366/2011/AM2/AM3/FM1/FM2 Cooler Master ""Hyper T4"" RR-T4-18PK-R1";"1502";"0000000000000";"1360";"2";"1";"шт"
"Материнская плата Socket1150 GIGABYTE ""GA-Z97-HD3""";"1503";"0000000000000";"3020";"2";"1";"шт"
"Накопитель USB flash 4ГБ SanDisk ""Cruzer Fit"", черный (USB2.0)";"1504";"0000000000000";"250";"2";"1";"шт"
"Модуль оперативной памяти 4ГБ DDR3 SDRAM Geil ""GN34GB1600C11S"" (PC12800, 1600МГц, CL11)";"1505";"0000000000000";"1720";"2";"1";"шт"
"Процессор Intel ""Core i5-4460"" (3.20ГГц, 4x256КБ+6МБ, EM64T, GPU) Socket1150";"1506";"0000000000000";"14500";"2";"1";"шт"
"Сет.карта Ethernet 1Гбит/сек. D-Link ""DGE-528T"" (PCI)";"1507";"0000000000000";"350";"2";"1";"шт"
"Сетевой адаптер Ethernet 100Мбит/сек. TP-Link ""TF-3200 Ver.1.2"" (PCI)";"1508";"0000000000000";"320";"2";"1";"шт"
"Модуль оперативной памяти SO-DIMM 2ГБ DDR3 SDRAM Crucial ""CT25664BF160B""";"1509";"0000000000000";"1200";"2";"1";"шт"
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Crucial ""CT25664BA160B"" (PC12800, 1600МГц, CL11)";"1510";"0000000000000";"990";"2";"1";"шт"
"Гарнитура Sven ""AP-610MV"", с регулятором громкости";"1511";"0000000000000";"380";"2";"1";"шт"
"Телевизор ЖК ""32"" Panasonic Viera TX-LR32C3";"1512";"0000000000000";"14840";"2";"1";"шт"
"Лазерный принтер HP ""Laser Jet P1566"", бело-серый";"1513";"0000000000000";"5950";"1";"1";"шт"
"Кронштейн -держатель для телевизора";"1514";"0000000000000";"1950";"1";"1";"шт"
"DVD плеер BBK DV117SI";"1515";"0000000000000";"2580";"1";"1";"шт"
"Музыкальный центр LG RAD125";"1516";"0000000000000";"3830";"1";"1";"шт"
"Системный блок (IXC30x3G210N512G31E2CD100GBCR)";"1519";"0000000000000";"19085";"1";"1";"шт"
"Прграммное обеспечение Windows 7HB RUS OEM";"1520";"0000000000000";"2300";"1";"1";"шт"
"Прграммное обеспечение DrWeb 12 мес.";"1521";"0000000000000";"990";"1";"1";"шт"
"Фильтр Электропитания Defender 1,8 ";"1522";"0000000000000";"330";"1";"1";"шт"
"Мат. плата Socket1150 GIGABYTE ""GA-H81M-S1"" (iH81, 2xDDR3, SATA III, SATA II, PCI-E, D-Sub, SB, 1Гби";"1526";"0000000000000";"3600";"2";"1";"шт"
"Модуль оперативной памяти 4ГБ DDR3 SDRAM Silicon Power ""SP004GBVTU133N02"" (PC10600, 1333МГц, CL9)";"1527";"0000000000000";"2150";"2";"1";"шт"
"Процессор Intel ""Pentium G3240"" (3.10ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1150";"1528";"0000000000000";"3455.4";"2";"1";"шт"
"Оказание телематических услуг связи";"1529";"0000000000000";"2500";"1";"1";"мес"
" Маршрутизатор MikroTik SXTLite2";"1530";"0000000000000";"2200";"2";"1";"шт"
"2.5"" 3.5"" SATA IDE HDD USB Dual Dock Docking Station ESATA OTB HUB Card Reader";"1531";"0000000000000";"1600";"1";"1";"шт"
"Drive Copy 12 Professional";"1532";"0000000000000";"590";"1";"1";"шт"
"Настройка програмного обеспечения";"1533";"0000000000000";"500";"1";"1";"час"
"Привод DVD±RW 24x8x16xDVD/48x24x48xCD Toshiba Samsung ""SH-224DB/BEBE"", черный (SATA)";"1534";"0000000000000";"784.6";"1";"1";"шт"
"Жесткий диск 500ГБ Toshiba ""DT01ACA050"", 7200об/мин., 32МБ (SATA III)";"1535";"0000000000000";"2506.14";"1";"1";"шт"
"Корпус Miditower IN-WIN ""EAR-007"" ATX 2.03, черно-серебр. (450Вт, ATX12V V2.0)";"1536";"0000000000000";"3265.63";"1";"1";"шт"
"Кулер для процессора Socket115x Cooler Master ""CP6-9HDSA-0L-GP""";"1537";"0000000000000";"517.06";"1";"1";"шт"
